,generator,pi_type,cohesion,UC m,UC b,LC m,LC b,LOBF m,LOBF b
0,slate-PL,U,full,4.474639892578125,-1.7373199462890625,-0.003814697265625,0.5019073486328125,2.6790382925185283,-0.8379417225812255
1,slate-PL,U,polarized,4.261016845703125,-1.6305084228515625,-0.003814697265625,0.5019073486328125,2.6520998672835256,-0.8262915836991679
2,slate-PL,XA,full,4.344940185546875,-1.6724700927734375,-0.003814697265625,0.5019073486328125,2.3798880957818653,-0.6641467943226717
3,slate-PL,XA,polarized,4.093170166015625,-1.5465850830078125,-0.003814697265625,0.5019073486328125,2.3460824782465743,-0.6485703288284281
4,slate-PL,XB,full,3.772735595703125,-1.3863677978515625,-0.003814697265625,0.5019073486328125,2.3629303597646216,-0.6920966432042226
5,slate-PL,XB,polarized,3.314971923828125,-1.1574859619140625,-0.003814697265625,0.5019073486328125,2.3377919583033906,-0.674006902289287
6,slate-PL,AX,full,4.322052001953125,-1.6610260009765625,-0.003814697265625,0.5019073486328125,2.216589180625628,-0.5676971638398282
7,slate-PL,AX,polarized,4.322052001953125,-1.6610260009765625,-0.003814697265625,0.5019073486328125,2.2017943954437666,-0.5489321508381961
8,slate-PL,BX,full,4.863739013671875,-1.9318695068359375,-0.003814697265625,0.5019073486328125,2.4780508666028203,-0.7390619821379586
9,slate-PL,BX,polarized,4.497528076171875,-1.7487640380859375,-0.003814697265625,0.5019073486328125,2.4578709894514477,-0.721874944891138
10,slate-PL,X,full,5.268096923828125,-2.1340484619140625,-0.003814697265625,0.5019073486328125,2.0888039521416015,-0.5090150890956371
11,slate-PL,X,polarized,5.374908447265625,-2.1874542236328125,-0.003814697265625,0.5019073486328125,2.0751069636745627,-0.48675219205456427
