,generator,pi_type,cohesion,xlim 0.53 UC m,xlim 0.53 UC b,xlim 0.53 LC m,xlim 0.53 LC b,xlim 0.53 LOBF m,xlim 0.53 LOBF b,xlim 0.54 UC m,xlim 0.54 UC b,xlim 0.54 LC m,xlim 0.54 LC b,xlim 0.54 LOBF m,xlim 0.54 LOBF b,xlim 0.55 UC m,xlim 0.55 UC b,xlim 0.55 LC m,xlim 0.55 LC b,xlim 0.55 LOBF m,xlim 0.55 LOBF b,xlim 0.56 UC m,xlim 0.56 UC b,xlim 0.56 LC m,xlim 0.56 LC b,xlim 0.56 LOBF m,xlim 0.56 LOBF b
0,slate-PL,U,full,2.4913787841796875,-0.7456893920898438,0.1079559326171875,0.44602203369140625,1.3716894599373801,-0.1858262114501711,2.4326324462890625,-0.7163162231445312,0.3681182861328125,0.31594085693359375,1.3716894599373801,-0.1858262114501711,2.4242401123046875,-0.7121200561523438,0.9723663330078125,0.01381683349609375,1.3716894599373801,-0.1858262114501711,2.1976470947265625,-0.5988235473632812,0.9807586669921875,0.00962066650390625,1.3716894599373801,-0.1858262114501711
1,slate-PL,U,polarized,2.1976470947265625,-0.5988235473632812,0.1163482666015625,0.44182586669921875,1.351181887346853,-0.17813261034009317,2.1976470947265625,-0.5988235473632812,0.2254486083984375,0.38727569580078125,1.351181887346853,-0.17813261034009317,2.0885467529296875,-0.5442733764648438,0.9639739990234375,0.01801300048828125,1.351181887346853,-0.17813261034009317,1.9290924072265625,-0.46454620361328125,0.9807586669921875,0.00962066650390625,1.351181887346853,-0.17813261034009317
2,slate-PL,XA,full,2.8858184814453125,-0.9429092407226562,-0.0011444091796875,0.5005722045898438,1.2087493713599717,-0.08734382148245483,2.3822784423828125,-0.6911392211914062,0.0240325927734375,0.48798370361328125,1.2087493713599717,-0.08734382148245483,2.1976470947265625,-0.5988235473632812,0.0492095947265625,0.47539520263671875,1.2087493713599717,-0.08734382148245483,2.1808624267578125,-0.5904312133789062,0.2338409423828125,0.38307952880859375,1.2087493713599717,-0.08734382148245483
3,slate-PL,XA,polarized,2.1808624267578125,-0.5904312133789062,-0.0011444091796875,0.5005722045898438,1.1850574109539926,-0.08117685362514439,2.1808624267578125,-0.5904312133789062,0.0240325927734375,0.48798370361328125,1.1850574109539926,-0.08117685362514439,1.9626617431640625,-0.48133087158203125,0.0492095947265625,0.47539520263671875,1.1850574109539926,-0.08117685362514439,1.9374847412109375,-0.46874237060546875,0.2674102783203125,0.36629486083984375,1.1850574109539926,-0.08117685362514439
4,slate-PL,XB,full,2.0214080810546875,-0.5107040405273438,-0.0011444091796875,0.5005722045898438,1.2085804902581077,-0.12338283772164631,2.0717620849609375,-0.5358810424804688,-0.0011444091796875,0.5005722045898438,1.2085804902581077,-0.12338283772164631,1.9207000732421875,-0.46035003662109375,-0.0011444091796875,0.5005722045898438,1.2085804902581077,-0.12338283772164631,1.8115997314453125,-0.40579986572265625,-0.0011444091796875,0.5005722045898438,1.2085804902581077,-0.12338283772164631
5,slate-PL,XB,polarized,1.7780303955078125,-0.38901519775390625,-0.0011444091796875,0.5005722045898438,1.18988465339175,-0.11211362299217131,1.8032073974609375,-0.40160369873046875,-0.0011444091796875,0.5005722045898438,1.18988465339175,-0.11211362299217131,1.6269683837890625,-0.31348419189453125,-0.0011444091796875,0.5005722045898438,1.18988465339175,-0.11211362299217131,1.6185760498046875,-0.30928802490234375,-0.0011444091796875,0.5005722045898438,1.18988465339175,-0.11211362299217131
6,slate-PL,AX,full,2.9026031494140625,-0.9513015747070312,0.0911712646484375,0.45441436767578125,1.217106471342127,-0.07987628093855281,2.7767181396484375,-0.8883590698242188,0.1583099365234375,0.42084503173828125,1.217106471342127,-0.07987628093855281,2.4242401123046875,-0.7121200561523438,0.3597259521484375,0.32013702392578125,1.217106471342127,-0.07987628093855281,2.2396087646484375,-0.6198043823242188,0.4772186279296875,0.26139068603515625,1.217106471342127,-0.07987628093855281
7,slate-PL,AX,polarized,2.8438568115234375,-0.9219284057617188,0.7205963134765625,0.13970184326171875,1.2100861965935295,-0.07051532051898687,2.8438568115234375,-0.9219284057617188,0.8129119873046875,0.09354400634765625,1.2100861965935295,-0.07051532051898687,2.3319244384765625,-0.6659622192382812,0.9136199951171875,0.04319000244140625,1.2100861965935295,-0.07051532051898687,2.1808624267578125,-0.5904312133789062,0.9387969970703125,0.03060150146484375,1.2100861965935295,-0.07051532051898687
8,slate-PL,BX,full,1.9374847412109375,-0.46874237060546875,-0.0011444091796875,0.5005722045898438,1.2068898947129354,-0.1318400090848624,1.7948150634765625,-0.39740753173828125,-0.0011444091796875,0.5005722045898438,1.2068898947129354,-0.1318400090848624,1.7528533935546875,-0.37642669677734375,-0.0011444091796875,0.5005722045898438,1.2068898947129354,-0.1318400090848624,1.7024993896484375,-0.35124969482421875,-0.0011444091796875,0.5005722045898438,1.2068898947129354,-0.1318400090848624
9,slate-PL,BX,polarized,1.5514373779296875,-0.27571868896484375,-0.0011444091796875,0.5005722045898438,1.1966900158284581,-0.13332185976608085,1.5514373779296875,-0.27571868896484375,-0.0011444091796875,0.5005722045898438,1.1966900158284581,-0.13332185976608085,1.5514373779296875,-0.27571868896484375,-0.0011444091796875,0.5005722045898438,1.1966900158284581,-0.13332185976608085,1.5094757080078125,-0.25473785400390625,-0.0011444091796875,0.5005722045898438,1.1966900158284581,-0.13332185976608085
